idProducto,idVendedor,fecha,idSucursal,descuento
59,74,31/12/2022,6,80
90,55,06/09/2021,15,0
4,40,01/08/2021,9,14
4,13,18/01/2022,25,19
90,21,02/01/2022,22,30
52,19,15/09/2021,29,0
52,70,15/04/2021,8,0
90,89,17/07/2022,30,12
59,42,13/02/2022,13,16
52,5,28/04/2021,30,9
39,38,12/11/2022,3,8
75,32,29/12/2022,13,50
59,16,14/09/2021,9,50
4,10,22/03/2021,5,11
59,55,15/01/2021,23,50
52,98,19/06/2022,21,10
59,80,18/04/2022,29,0
75,7,10/10/2021,18,50
90,53,01/10/2022,6,5
39,64,13/09/2021,29,0
90,90,13/12/2022,5,0
52,33,06/06/2022,8,4
59,38,14/04/2022,3,0
4,46,08/02/2021,16,9
39,12,05/04/2022,3,0
4,67,23/03/2021,2,0
39,86,25/09/2021,11,16
75,1,02/11/2021,12,50
90,58,18/09/2021,8,50
90,4,13/02/2022,5,10
90,10,27/04/2022,9,0
75,61,13/04/2021,26,0
52,42,15/09/2021,15,1
39,70,02/03/2022,9,17
59,75,07/09/2021,2,0
39,57,20/12/2021,2,23
4,26,30/05/2021,29,0
39,87,05/04/2021,1,13
4,20,25/11/2022,18,0
4,97,09/08/2021,17,27
52,67,09/03/2021,8,0
75,65,04/09/2021,11,95
39,21,18/12/2021,7,19
39,34,02/02/2021,27,55
52,4,05/02/2022,2,0
90,6,22/07/2022,9,50
4,40,24/10/2022,22,22
90,86,13/09/2021,6,75
75,38,05/12/2022,12,0
59,19,05/08/2021,17,57
59,29,11/06/2022,10,52
90,56,16/05/2021,14,0
90,57,01/06/2021,22,17
75,9,07/06/2022,4,0
52,40,14/11/2021,17,50
90,53,09/04/2022,26,55
90,80,29/05/2021,30,23
4,50,02/09/2022,24,5
39,51,25/02/2021,17,51
90,94,18/08/2021,9,50
90,13,12/09/2021,30,30
90,62,29/12/2021,7,14
90,9,10/01/2022,25,0
90,66,02/02/2022,4,0
52,54,31/08/2022,20,0
4,87,22/05/2021,9,16
39,25,04/08/2021,13,20
75,34,19/01/2022,13,12
52,9,31/01/2022,13,55
59,97,09/01/2021,26,57
39,99,29/03/2022,22,28
90,99,29/06/2022,30,0
39,46,16/08/2022,11,50
90,51,02/04/2022,13,62
90,74,27/10/2021,22,0
59,47,13/01/2021,10,15
39,50,05/02/2022,24,0
39,50,27/07/2022,8,69
4,40,13/03/2021,4,14
75,21,13/04/2021,6,0
52,56,14/07/2022,12,50
75,61,25/11/2022,3,29
90,74,23/07/2021,23,16
4,51,09/09/2022,5,20
39,32,22/01/2021,15,59
4,68,13/11/2021,13,0
90,27,09/10/2022,10,66
52,38,10/01/2022,28,0
39,68,02/11/2021,6,68
39,22,18/05/2022,15,26
39,37,02/07/2021,28,0
75,28,24/07/2021,10,50
90,84,08/08/2022,20,1
52,78,04/06/2021,4,87
39,67,06/10/2021,16,28
75,10,24/12/2021,12,0
90,27,23/11/2022,1,50
52,19,25/04/2021,9,0
52,19,18/12/2021,22,0
52,62,10/11/2022,12,0
59,48,06/05/2022,9,14
90,25,16/07/2022,9,0
52,17,23/07/2022,23,13
39,39,10/03/2022,27,51
4,45,15/01/2021,10,92
75,98,15/07/2021,11,20
90,76,12/11/2021,24,23
4,39,25/09/2021,4,30
75,95,23/09/2021,9,0
90,30,31/07/2022,24,0
39,47,15/12/2021,29,12
39,47,27/12/2021,25,11
4,41,13/07/2021,4,0
52,71,16/03/2022,26,56
59,35,08/08/2022,27,0
59,54,06/10/2022,14,28
90,63,30/06/2022,5,0
52,65,01/02/2022,26,15
52,62,04/08/2022,7,50
4,89,28/11/2022,15,18
75,80,08/05/2022,17,2
75,26,10/08/2022,20,27
75,1,17/02/2022,19,2
75,21,01/07/2021,16,0
59,42,25/12/2021,4,25
90,45,28/02/2021,9,0
75,53,03/05/2022,14,0
52,15,20/01/2022,15,7
59,15,06/06/2021,26,4
39,99,15/05/2022,8,50
4,47,27/09/2021,6,0
90,83,19/08/2021,17,0
39,2,24/05/2021,26,51
52,35,18/03/2021,9,50
39,37,04/06/2021,25,2
75,83,03/07/2022,13,50
75,56,01/10/2021,15,9
90,71,27/02/2021,4,50
52,13,12/01/2022,26,89
90,100,24/12/2022,8,72
4,19,06/08/2021,21,92
59,77,29/11/2022,1,0
4,1,28/01/2022,1,9
52,61,12/04/2022,28,7
90,62,08/03/2022,9,0
59,61,08/06/2021,9,0
4,94,23/03/2022,21,52
4,74,04/09/2021,24,0
75,47,30/06/2022,13,0
59,89,12/07/2022,16,0
4,31,22/11/2021,7,1
59,28,11/09/2022,4,0
39,91,24/07/2022,1,0
75,96,13/04/2021,23,60
75,81,18/08/2022,25,50
75,41,26/08/2022,28,0
4,78,11/08/2022,12,50
4,62,06/11/2021,23,0
90,72,29/06/2022,8,23
39,26,27/04/2022,22,0
52,96,25/09/2021,27,4
75,22,16/03/2021,3,9
52,72,30/06/2021,3,0
75,33,01/10/2021,8,0
90,56,18/02/2021,6,11
4,59,22/08/2022,29,50
75,99,29/07/2022,20,27
52,60,27/08/2021,2,0
75,32,01/02/2022,26,0
59,17,13/02/2021,18,23
39,71,17/02/2021,12,50
52,85,29/05/2021,25,2
39,8,28/08/2021,8,16
39,83,04/09/2022,15,0
4,7,08/10/2021,4,50
52,22,03/08/2022,9,0
90,59,26/10/2021,27,0
59,44,09/12/2021,2,29
39,6,30/11/2022,8,50
4,64,09/03/2021,27,9
39,41,10/12/2022,19,18
4,83,18/08/2021,11,25
39,52,23/10/2021,1,1
4,21,10/03/2021,21,6
90,20,21/01/2021,30,0
75,19,09/01/2022,7,20
90,23,08/09/2021,3,50
39,13,19/03/2021,30,50
90,73,29/09/2022,13,59
39,85,22/07/2022,24,6
75,46,28/12/2022,9,14
90,4,15/02/2021,12,20
39,75,05/09/2021,22,50
4,25,07/12/2021,23,50
75,69,11/09/2021,23,0
90,37,09/08/2021,1,50
75,90,14/12/2021,8,28
90,38,25/03/2022,6,69
39,28,21/09/2022,14,0
90,95,02/01/2022,26,0
39,67,16/03/2022,6,53
75,56,13/11/2022,2,5
59,90,22/11/2021,14,0
75,84,29/03/2022,14,0
52,56,19/01/2021,11,9
4,99,18/08/2021,24,0
59,67,06/01/2022,15,14
59,31,09/11/2022,24,18
39,79,06/11/2021,9,55
4,73,30/05/2022,7,50
90,57,15/08/2022,15,9
39,61,16/01/2021,13,2
52,81,15/03/2021,28,0
4,2,04/09/2021,8,0
39,80,02/05/2021,29,0
59,43,26/01/2021,8,82
52,78,28/10/2022,10,0
59,43,18/06/2021,14,0
90,65,15/08/2021,29,0
4,73,02/05/2022,1,4
90,85,19/06/2022,21,17
75,28,19/07/2022,14,81
59,59,07/05/2021,9,0
59,47,08/05/2021,13,77
52,7,03/03/2022,1,0
52,62,13/11/2021,6,10
75,25,05/11/2021,12,0
4,17,22/03/2022,30,27
59,30,07/06/2021,5,0
4,79,24/06/2021,27,0
90,91,09/10/2021,13,0
4,71,20/04/2021,9,0
75,20,10/12/2021,15,0
52,29,26/05/2022,26,19
59,8,24/01/2022,9,51
90,62,06/01/2021,15,8
59,14,20/07/2021,18,29
52,8,12/10/2022,25,16
52,68,15/08/2021,13,54
52,65,25/12/2021,8,12
4,61,14/10/2021,18,0
59,69,06/11/2022,14,28
52,58,09/04/2022,7,71
90,4,31/05/2021,9,25
59,91,06/03/2021,29,0
90,80,25/09/2021,24,99
52,74,24/08/2022,11,13
4,21,14/06/2022,8,57
75,82,26/06/2021,9,0
52,97,04/08/2022,4,8
75,87,25/06/2021,1,82
39,27,31/01/2021,18,13
4,8,15/05/2022,22,17
90,81,23/02/2021,1,22
39,77,28/08/2021,11,64
59,66,17/01/2022,22,18
52,63,02/01/2022,4,21
4,10,26/07/2022,24,11
90,57,08/09/2021,7,0
4,74,28/05/2022,4,52
39,9,18/02/2022,22,25
75,38,07/05/2021,6,0
75,100,01/07/2021,6,0
4,93,25/06/2022,7,0
39,98,17/12/2022,30,68
90,41,03/09/2022,22,0
39,53,07/05/2021,11,9
4,26,14/05/2022,8,12
39,20,03/05/2022,1,15
4,43,11/01/2021,24,0
75,59,13/09/2022,7,67
59,87,05/03/2021,4,14
4,3,31/07/2021,6,0
75,8,30/12/2022,30,19
39,10,08/03/2022,11,25
75,95,03/10/2022,19,0
39,40,14/07/2022,2,30
39,37,03/10/2021,23,23
75,83,15/10/2022,13,9
75,100,26/01/2022,29,0
52,23,02/10/2021,24,26
39,81,09/12/2021,30,0
75,1,22/12/2022,26,16
52,77,17/12/2022,26,50
52,40,20/01/2021,12,1
59,66,06/04/2021,22,0
52,75,28/09/2021,27,6
90,42,07/04/2021,13,28
39,87,31/10/2022,11,0
52,83,04/09/2021,9,2
39,29,18/07/2022,30,50
39,42,06/07/2021,27,50
90,10,29/12/2022,5,88
90,55,25/07/2021,6,0
75,52,26/07/2021,2,16
52,43,11/08/2021,12,0
59,58,29/03/2021,9,6
75,97,12/04/2021,29,11
59,32,01/02/2022,6,50
59,89,24/06/2021,30,29
90,79,19/05/2022,11,93
75,70,01/07/2022,10,0
90,58,17/07/2021,26,50
59,71,04/09/2022,10,14
39,7,12/06/2021,25,0
59,85,10/04/2021,13,12
59,78,04/05/2022,12,0
39,14,23/01/2021,14,7
52,41,20/03/2022,7,8
39,6,19/08/2022,12,0
59,11,14/02/2022,25,0
52,3,09/04/2021,29,14
90,23,21/07/2021,22,50
75,53,03/11/2021,5,0
75,16,20/02/2022,11,50
75,62,06/07/2021,22,0
75,38,22/09/2022,18,28
75,61,20/06/2022,9,50
4,4,29/09/2021,4,29
4,9,30/10/2022,25,21
52,21,19/05/2022,5,50
39,28,11/08/2021,9,50
59,65,08/06/2022,16,3
39,46,24/08/2021,4,73
39,35,07/09/2021,4,74
59,79,11/07/2022,4,50
75,90,19/05/2022,8,7
52,99,23/12/2021,22,0
52,15,07/08/2021,15,17
52,58,11/12/2021,29,0
59,35,03/02/2021,27,0
75,66,22/07/2022,9,2
39,89,07/06/2021,1,0
39,52,23/11/2022,28,50
75,28,16/05/2022,27,0
39,96,24/12/2022,5,0
39,52,04/01/2022,2,21
39,45,08/07/2021,7,0
52,32,17/03/2021,8,12
90,86,25/04/2021,7,12
4,16,05/01/2022,22,50
75,29,12/10/2022,7,30
4,29,23/03/2022,6,50
90,32,05/08/2022,7,26
52,4,05/03/2022,12,12
4,1,11/09/2022,30,13
75,44,01/02/2021,6,60
90,92,12/03/2022,9,11
4,2,09/11/2022,13,29
90,49,19/06/2021,28,24
4,5,06/12/2021,28,68
90,14,09/12/2022,15,18
39,84,17/12/2021,21,0
59,14,05/03/2022,23,13
75,74,24/10/2021,10,0
59,37,29/08/2021,29,0
39,77,22/12/2022,13,54
75,50,15/12/2022,7,7
4,8,26/05/2021,22,81
39,86,06/12/2022,9,0
90,2,26/10/2021,16,25
39,82,28/07/2022,8,0
4,3,04/07/2022,2,81
75,26,09/01/2021,9,20
4,60,04/11/2022,24,0
39,25,22/06/2021,19,0
4,31,19/04/2021,6,76
39,60,01/04/2021,13,0
75,5,17/08/2021,13,0
59,45,02/04/2022,6,0
90,44,21/05/2021,25,0
75,31,24/02/2021,16,50
90,38,17/11/2022,10,0
59,53,19/04/2022,26,30
4,40,01/11/2021,1,0
39,73,27/11/2021,5,0
90,75,21/07/2022,8,28
75,24,17/08/2021,22,0
90,68,13/08/2021,4,0
39,85,21/09/2021,22,0
59,20,15/10/2021,11,29
90,50,22/12/2022,28,0
39,47,20/08/2021,16,64
52,3,16/04/2022,29,0
4,52,11/06/2021,13,21
4,26,03/01/2022,2,50
59,17,07/03/2022,25,0
75,50,28/04/2022,27,12
59,59,19/11/2021,7,96
52,50,21/09/2022,8,50
59,62,09/02/2021,5,0
90,67,30/12/2022,1,0
52,46,06/01/2022,12,0
52,61,23/08/2021,23,5
52,32,22/02/2022,30,50
4,97,21/05/2021,25,21
52,28,07/03/2021,13,11
75,15,05/01/2022,12,3
52,12,16/11/2021,24,29
39,74,11/07/2021,28,0
39,33,26/05/2022,11,0
59,71,21/04/2021,13,80
4,1,26/03/2022,7,0
59,73,09/03/2022,15,15
39,47,11/07/2021,8,0
4,70,07/08/2021,28,0
75,87,01/07/2022,6,9
59,4,06/03/2021,22,60
90,15,22/11/2021,2,50
4,57,30/11/2022,24,28
52,31,23/12/2021,25,50
39,25,16/06/2021,8,0
75,33,17/02/2022,5,50
4,65,16/12/2021,28,0
90,3,08/05/2022,2,17
39,59,08/06/2022,7,50
52,34,26/11/2021,11,69
4,45,19/04/2021,29,12
90,55,25/07/2021,14,0
4,16,21/02/2022,9,0
39,87,15/11/2022,7,16
90,24,16/11/2021,30,0
59,88,06/10/2022,13,0
52,73,27/01/2022,7,50
39,63,02/11/2021,4,50
90,72,05/09/2021,23,50
4,78,13/05/2021,8,2
39,57,26/08/2021,6,5
59,40,07/08/2021,11,0
39,70,23/10/2022,18,50
75,57,11/07/2021,15,50
39,28,27/11/2021,12,0
90,83,17/11/2022,11,0
90,31,25/09/2021,9,4
52,79,25/02/2022,12,50
39,100,06/05/2022,9,50
90,9,30/11/2021,30,0
59,99,15/04/2022,5,12
75,54,10/10/2022,9,50
75,70,01/10/2022,12,2
75,65,08/02/2022,7,0
90,34,04/12/2021,30,50
75,7,28/04/2021,8,8
39,44,21/06/2021,18,50
52,53,03/02/2022,24,74
75,30,01/12/2021,10,0
4,21,05/12/2021,27,0
39,53,22/08/2021,10,0
4,89,18/11/2022,27,27
90,94,16/11/2022,9,10
52,22,28/09/2022,13,0
59,92,12/12/2022,4,87
4,92,19/09/2022,30,50
39,63,07/07/2021,14,66
39,13,09/01/2021,29,27
39,64,25/02/2022,9,10
52,8,28/09/2022,13,50
39,51,07/02/2022,2,10
59,28,20/03/2021,26,0
90,60,26/03/2022,30,50
4,12,26/01/2022,11,11
59,16,06/04/2022,30,28
59,81,02/06/2022,2,17
90,45,11/12/2022,14,26
4,1,28/11/2021,10,7
4,21,22/11/2021,21,21
4,37,06/06/2021,24,9
39,31,04/04/2022,30,0
39,23,08/05/2022,9,18
52,41,12/06/2022,17,29
59,74,31/03/2021,3,0
90,71,12/01/2022,25,92
75,28,15/05/2022,29,2
90,67,23/12/2022,2,50
90,1,22/04/2021,13,66
4,25,03/09/2022,29,4
59,51,03/04/2021,30,50
75,14,19/10/2021,19,22
90,62,08/10/2022,16,50
4,96,13/12/2022,6,50
75,69,19/08/2022,8,0
75,27,01/08/2021,3,0
52,6,12/12/2022,14,99
90,27,23/02/2021,3,20
75,32,07/03/2021,28,11
75,84,30/09/2022,7,0
4,29,04/12/2022,24,84
75,14,30/08/2021,2,76
39,15,13/08/2022,22,0
4,18,06/12/2021,6,14
75,8,28/05/2022,12,30
39,10,02/08/2021,7,30
59,38,20/07/2021,15,50
90,92,22/06/2021,2,50
39,52,23/05/2021,7,0
75,21,13/02/2022,30,21
90,49,04/10/2021,25,0
4,53,17/03/2022,9,14
4,19,12/10/2022,13,24
39,56,04/05/2022,3,10
39,28,19/11/2021,5,50
4,93,28/06/2022,5,0
90,40,23/01/2022,13,24
39,10,18/01/2022,5,24
90,82,18/10/2021,6,26
39,86,27/11/2021,26,12
39,93,02/10/2022,4,2
59,92,25/06/2021,30,23
39,44,05/11/2022,15,0
75,39,17/06/2021,25,0
52,21,15/05/2022,6,0
59,4,24/10/2022,30,14
90,65,13/05/2022,4,96
52,17,16/11/2021,8,14
59,69,03/08/2021,25,69
59,54,22/07/2021,23,19
52,63,01/01/2021,26,54
52,90,22/11/2022,23,78
90,9,16/01/2022,19,0
75,47,13/05/2021,17,0
90,17,16/04/2022,30,26
75,38,20/08/2022,29,0
59,25,25/06/2021,26,0
52,38,27/03/2021,27,0
75,23,22/10/2021,21,17
39,19,13/05/2022,23,50
75,13,13/01/2021,1,29
59,80,13/02/2021,7,59
59,8,27/03/2022,8,88
4,81,09/07/2022,22,0
59,22,07/05/2022,3,9
90,78,27/05/2022,8,2
59,73,31/07/2022,19,0
59,20,28/07/2022,1,0
90,83,28/05/2022,14,0
90,58,17/12/2021,2,8
4,89,10/03/2022,30,29
52,82,23/07/2022,20,0
90,10,04/07/2021,12,0
59,96,24/07/2021,14,6
52,17,13/02/2021,11,16
39,61,10/06/2021,1,50
90,75,22/03/2022,2,0
4,54,05/07/2021,27,70
4,91,05/03/2021,11,26
4,31,29/03/2022,24,6
59,45,11/11/2022,4,11
52,61,17/08/2021,9,0
75,96,18/02/2021,30,23
4,35,20/03/2022,29,15
59,5,04/01/2022,22,64
4,62,09/03/2022,12,0
4,4,29/09/2022,1,99
4,31,31/07/2022,9,0
52,35,04/01/2021,24,97
90,7,04/12/2022,26,0
75,9,03/10/2022,1,0
59,90,13/08/2022,11,1
90,78,10/10/2021,15,20
4,5,15/06/2021,30,22
52,25,11/12/2022,8,0
75,64,05/11/2021,10,28
75,38,18/01/2022,6,0
90,12,07/12/2021,8,60
52,92,05/12/2022,3,0
39,86,01/06/2022,6,50
39,16,07/06/2022,28,0
90,22,30/07/2021,3,8
75,89,26/08/2022,10,70
59,76,25/10/2022,22,19
4,43,26/02/2021,10,0
90,50,04/11/2021,9,0
59,11,23/05/2021,29,27
4,8,02/04/2021,19,0
90,58,23/04/2022,23,9
59,52,09/08/2022,5,26
90,74,23/03/2022,17,0
90,59,17/09/2021,12,23
75,81,09/10/2021,26,0
59,10,08/10/2021,15,50
39,75,12/06/2022,10,84
52,6,20/02/2021,28,30
52,77,04/12/2021,27,0
52,93,20/02/2021,22,0
59,4,29/07/2022,5,0
75,13,26/01/2022,17,0
59,74,04/05/2022,22,50
59,17,07/07/2022,16,0
4,79,18/05/2021,30,78
39,63,24/07/2021,8,50
39,68,16/04/2022,17,77
39,91,23/07/2022,12,5
52,40,07/06/2021,7,1
39,70,10/05/2022,23,0
59,70,20/02/2021,23,25
59,14,23/08/2022,17,50
52,1,29/10/2022,15,12
75,38,20/08/2021,10,7
90,25,25/04/2021,10,0
75,73,18/05/2021,11,0
4,53,19/04/2022,11,68
52,62,26/03/2022,8,15
39,99,07/03/2021,23,0
39,19,28/10/2021,30,15
39,59,15/08/2021,1,18
52,80,20/06/2022,3,0
75,58,21/04/2022,14,0
90,67,23/11/2022,5,0
39,83,20/11/2021,5,4
75,74,09/06/2022,8,65
39,61,18/03/2022,4,22
4,29,20/01/2021,17,0
75,1,11/02/2022,22,0
39,2,13/04/2022,29,0
52,12,20/10/2021,6,82
52,9,24/10/2021,9,56
90,59,15/10/2022,9,10
4,30,30/06/2021,21,50
59,88,30/10/2021,27,22
52,55,29/06/2021,27,2
90,25,23/11/2022,5,50
4,56,10/11/2022,12,7
39,8,29/12/2022,6,13
90,92,27/01/2022,30,50
90,28,07/01/2022,4,0
75,86,01/05/2021,14,0
59,23,01/06/2021,30,15
39,29,07/12/2021,7,28
59,17,16/10/2022,20,0
4,48,10/09/2022,7,15
75,59,13/05/2022,29,50
4,93,24/11/2022,4,29
75,13,20/02/2022,17,67
90,64,06/10/2021,3,50
59,92,04/11/2021,20,6
90,85,18/08/2022,6,0
52,16,04/11/2021,8,4
75,71,29/08/2021,28,50
52,20,25/11/2022,10,19
39,6,22/06/2022,8,50
90,22,03/04/2021,9,14
4,59,08/03/2021,9,11
75,52,17/02/2021,11,5
39,17,27/07/2021,8,98
52,69,03/12/2022,10,50
52,89,23/01/2022,12,50
59,52,03/06/2021,29,0
90,45,21/05/2021,15,0
52,79,18/09/2021,11,62
39,61,13/06/2021,4,0
52,51,08/02/2022,22,7
59,83,05/02/2021,27,27
59,56,01/01/2021,20,50
59,60,13/11/2022,14,24
4,91,12/12/2022,13,0
75,65,16/02/2021,25,10
59,60,17/01/2021,22,0
4,87,13/04/2021,2,0
59,79,21/03/2022,2,21
75,97,16/12/2021,12,50
59,89,07/07/2022,15,29
39,82,27/07/2022,28,30
59,50,26/10/2021,26,16
39,13,10/03/2022,15,0
90,83,20/01/2021,5,50
75,30,22/10/2021,15,82
39,96,22/06/2021,16,25
90,57,05/10/2021,5,29
52,44,07/06/2021,7,0
4,32,17/06/2021,1,21
59,97,07/04/2021,23,71
75,63,11/06/2022,14,0
52,27,03/10/2021,15,0
39,85,10/03/2022,12,0
4,70,01/06/2021,22,0
75,92,09/11/2021,25,22
52,84,26/12/2021,3,80
4,51,25/05/2022,2,14
59,37,23/07/2022,12,0
39,56,23/11/2021,17,24
75,97,27/05/2022,10,23
52,48,03/12/2021,10,0
90,24,03/05/2021,8,87
52,16,09/05/2021,13,0
52,19,25/05/2021,3,12
90,65,08/01/2021,6,75
75,7,26/09/2022,11,93
4,79,24/05/2022,24,0
39,89,26/08/2022,21,11
39,32,13/09/2022,2,82
4,76,01/06/2021,8,83
39,52,03/11/2021,6,23
52,92,17/08/2021,25,6
59,4,05/10/2021,3,26
59,93,04/07/2022,20,19
4,92,24/07/2022,19,0
90,16,04/03/2022,14,0
75,14,07/01/2022,17,50
75,49,17/07/2022,7,0
39,25,16/02/2022,28,0
75,61,16/01/2021,1,6
52,99,29/05/2021,7,0
75,43,26/02/2022,27,19
4,35,06/03/2021,1,18
75,46,12/01/2022,24,11
4,94,16/06/2022,11,0
90,93,21/06/2021,8,58
4,76,08/10/2022,10,0
59,96,16/02/2021,27,0
59,82,23/08/2022,14,20
52,42,15/04/2021,24,0
90,49,06/01/2021,13,0
39,87,13/11/2021,15,73
59,22,31/10/2022,29,5
39,32,28/12/2022,1,4
4,62,04/12/2022,9,50
75,24,05/03/2021,8,5
39,4,07/05/2021,30,0
75,3,12/05/2021,28,50
59,95,27/08/2021,8,50
4,75,30/09/2021,20,0
4,29,18/07/2022,21,58
75,53,28/06/2021,9,50
39,60,22/01/2021,5,79
59,99,24/12/2022,8,10
59,78,27/06/2021,15,28
4,85,23/12/2021,24,7
52,24,20/03/2022,15,11
4,19,26/03/2021,14,8
75,38,22/06/2021,2,7
90,2,25/12/2022,12,0
75,73,26/08/2022,5,0
39,100,02/04/2021,1,0
59,98,02/02/2021,9,91
4,43,16/11/2021,16,9
59,22,12/07/2021,5,0
39,100,10/04/2021,23,0
59,9,23/08/2021,9,30
52,80,01/09/2022,4,0
4,23,13/08/2021,28,22
90,88,23/05/2021,4,85
59,54,11/01/2022,6,0
4,81,08/09/2021,7,5
52,50,15/06/2022,24,27
52,56,18/05/2021,8,27
52,8,02/10/2021,7,92
39,22,05/12/2021,7,0
4,63,23/07/2022,11,0
4,47,07/11/2021,26,24
59,19,05/07/2021,10,30
75,86,12/05/2022,20,7
52,59,04/04/2022,8,0
4,35,29/05/2021,2,50
52,18,05/10/2022,27,0
39,83,01/03/2022,23,7
52,30,17/04/2021,12,9
75,97,12/06/2022,7,0
39,53,09/08/2021,25,3
59,81,16/07/2022,5,61
39,26,21/05/2021,2,50
90,46,11/10/2022,29,0
52,18,29/09/2022,6,2
39,1,02/05/2021,22,85
90,17,22/01/2021,27,0
52,44,04/08/2021,16,28
52,98,25/11/2022,22,50
4,13,20/08/2021,4,50
75,62,06/12/2021,4,23
90,39,17/09/2021,11,12
90,35,12/12/2022,12,82
52,50,03/04/2022,6,0
75,8,21/01/2021,2,0
52,95,08/10/2021,20,0
4,65,26/11/2021,22,0
59,57,07/11/2022,25,10
75,9,21/08/2021,27,0
39,43,04/04/2022,14,0
90,7,18/06/2021,27,50
59,51,21/08/2022,9,0
90,96,16/03/2021,13,95
4,55,10/04/2022,22,50
52,17,19/05/2021,29,23
39,68,27/08/2021,22,30
52,78,06/05/2021,9,71
75,52,11/01/2021,10,16
59,41,09/05/2021,30,0
59,98,15/04/2022,28,51
90,66,29/09/2022,4,0
4,72,09/08/2022,7,50
75,87,25/12/2021,10,27
52,35,12/08/2021,28,76
75,63,07/12/2022,6,18
59,2,05/11/2022,8,0
4,48,20/11/2021,14,0
52,7,20/02/2022,15,12
4,44,05/03/2022,22,0
59,36,27/09/2022,20,10
39,24,17/05/2021,20,0
59,27,15/02/2022,3,50
75,21,19/12/2021,23,50
59,24,07/02/2021,28,0
75,64,08/02/2022,24,0
90,82,15/03/2021,19,0
4,82,08/11/2022,27,0
59,45,22/03/2022,9,28
75,72,17/11/2022,8,20
4,29,04/09/2022,29,0
52,19,02/09/2021,27,14
39,96,20/12/2021,29,0
90,78,23/07/2022,6,50
59,77,01/06/2021,7,0
52,29,09/12/2021,2,16
4,98,17/10/2021,22,5
4,77,15/09/2022,5,77
4,19,26/12/2021,11,10
59,64,07/09/2022,22,18
75,8,22/11/2022,4,0
4,77,03/04/2022,4,4
59,71,24/02/2021,24,28
90,55,18/07/2022,9,0
39,58,06/12/2022,14,0
39,12,14/07/2021,14,86
39,10,03/05/2022,11,0
75,96,03/12/2022,29,27
90,11,11/05/2022,7,0
59,36,17/12/2022,6,80
52,27,07/03/2021,3,0
75,2,15/05/2021,9,12
4,48,07/08/2021,12,82
90,27,09/05/2022,23,2
75,98,20/10/2021,8,50
90,1,16/09/2021,25,0
39,73,21/08/2022,4,0
39,23,05/10/2021,5,10
59,100,09/01/2022,1,0
39,7,07/05/2022,1,62
90,98,28/07/2021,13,12
4,95,29/01/2021,28,59
39,69,24/10/2022,9,9
90,69,16/11/2021,10,0
4,12,18/06/2021,6,3
52,79,02/03/2021,5,21
90,79,22/02/2022,6,0
52,9,25/06/2022,6,7
59,59,08/06/2022,3,50
90,25,19/12/2021,3,0
59,74,26/04/2021,28,0
4,36,06/01/2022,24,0
39,11,30/11/2021,13,21
4,10,09/09/2021,27,50
59,91,30/12/2021,1,20
4,49,08/09/2022,16,0
75,29,12/07/2021,28,25
90,96,03/09/2022,8,90
39,58,28/02/2022,28,14
59,13,11/11/2022,7,50
75,24,19/05/2021,12,29
59,54,30/01/2022,27,50
75,77,25/08/2021,30,0
4,36,04/12/2022,1,29
90,6,17/07/2022,24,0
90,40,29/11/2021,20,14
52,55,29/04/2022,28,0
75,69,07/10/2022,14,15
59,96,17/05/2021,3,50
39,95,23/02/2021,4,0
52,44,18/09/2021,30,50
90,20,24/11/2021,4,0
39,45,13/10/2022,1,0
59,59,24/06/2022,22,0
59,90,10/01/2022,14,0
4,55,18/10/2021,21,0
75,58,01/08/2022,22,74
39,65,24/09/2021,21,0
52,13,14/05/2021,24,50
59,84,20/06/2022,9,5
4,1,18/01/2022,25,0
39,56,14/07/2022,27,90
59,47,12/10/2022,1,21
52,63,31/08/2022,3,0
59,86,18/07/2022,26,50
59,38,27/12/2021,7,24
90,53,14/07/2022,12,0
52,7,01/11/2021,12,80
75,23,12/06/2022,13,4
90,27,26/05/2021,25,0
90,85,30/07/2021,8,50
39,7,26/06/2021,6,68
90,4,08/01/2021,30,90
75,69,07/03/2021,2,21
52,15,04/05/2022,25,83
4,58,26/03/2021,12,50
4,7,17/06/2022,2,0
39,91,26/04/2021,29,18
39,92,15/04/2021,1,0
52,15,01/12/2021,9,21
4,74,07/08/2022,30,30
90,48,14/02/2021,23,7
90,87,06/12/2022,11,18
90,46,21/12/2021,14,50
90,8,22/09/2021,29,50
4,63,06/03/2022,8,0
52,73,05/06/2021,5,50
39,72,25/09/2021,14,28
4,72,03/11/2022,6,13
39,55,06/12/2022,1,0
59,39,24/12/2022,16,9
75,96,21/11/2022,2,13
39,5,17/04/2021,30,0
4,29,27/01/2021,1,0
39,1,29/05/2021,15,0
75,85,11/03/2021,4,87
4,45,01/07/2022,14,0
39,77,20/10/2021,7,0
75,97,08/02/2021,27,0
75,23,27/04/2022,4,22
59,21,30/08/2022,14,88
39,10,10/07/2022,25,92
4,37,30/10/2021,24,50
75,52,24/04/2022,6,0
75,53,28/01/2022,14,63
39,94,04/09/2022,27,50
90,8,02/10/2022,24,0
75,97,27/11/2022,10,50
4,91,20/06/2022,26,0
90,100,24/03/2022,12,26
90,57,26/12/2021,13,100
90,22,28/12/2021,3,98
75,75,02/07/2021,18,0
59,98,07/10/2022,12,18
52,63,18/11/2021,3,88
